indicative_duration,location,mo1_gender,gender_no,mo2_age,mo3_education,mo4_madrassa,mo5_monthly_income,mo6_local_influence,mo7_basis_for_local_influence,mo8_current_occupation,ms1_impact,ms2_size_of_bribe,ms3_type_of_abuse,ms4_service_with_worst_problem,pd,selected_cohort,stone_name,surveyor,latitude,longitude
40,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,46 - 55,Secondary education / High School / Institute,"Yes, some",6001 - 8000 AFN,No,None of the above,Other,Extreme impact,"1,000 Afs",Delay of service,Obtaining a judgement,PD16,33,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53054291,69.22724863
,Kabul PD16 - Naw Abad Samant Khana,Male,2,Up to 25,Secondary education / High School / Institute,No,"10,001 - 15,000 AFN",No,,Provincial Official,Strong impact,100 Afs,Payment of money,Driver license,PD16,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53036908,69.22704956
26,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,46 - 55,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Paid worker in any sector,Extreme impact,No payment made,Threat of incarceration,Filing a case with the courts,PD16,33,Placeholder,Tablet 15 - Lutfullah (Kabul),34.52633595,69.22687934
30,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,Yes,Selected or elected representative (past or present),Professional / Manager,Extreme impact,"1,000 Afs",Payment of money,Driver license,PD16,34,Placeholder,Tablet 15 - Lutfullah (Kabul),34.52633595,69.22687934
59,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,36 - 45,Secondary education / High School / Institute,"Yes, some","10,001 - 15,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52630515,69.22674009
21,Kabul PD16 - Qala-e-Shora,Male,2,Up to 25,Primary education,"Yes, some",I prefer not to say,No,None of the above,Paid worker in any sector,Extreme impact,"10,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53747317,69.22567553
12,Kabul PD16 - Qala-e-Shora,Male,2,26 - 35,I do not have any formal education,"Yes, some","10,001 - 15,000 AFN",No,None of the above,Other,Extreme impact,No payment made,Delay of service,Other,PD16,33,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53769985,69.22565129
9,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,Primary education,"Yes, some",I prefer not to say,No,,"Unemployed, unpaid worker or retired",Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53054806,69.22517547
17,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,University or post-graduate education,No,"10,001 - 15,000 AFN",No,,Professional / Manager,Extreme impact,"10,000 Afs",Refusal of service,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53054806,69.22517547
17,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,36 - 45,I do not have any formal education,"Yes, some","25,001 - 40,000 AFN",No,,Professional / Manager,Extreme impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53054806,69.22517547
17,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, on a regular basis",6001 - 8000 AFN,No,,Professional / Manager,Strong impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53054806,69.22517547
49,Kabul PD16 - Qala-e-Shora,Male,2,46 - 55,Primary education,"Yes, some",2000 - 4000 AFN,No,None of the above,Paid worker in any sector,Strong impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53694484,69.22455328
41,Kabul PD16 - Qala-e-Shora,Male,2,46 - 55,Vocational training after Secondary / High School,No,"10,001 - 15,000 AFN",No,None of the above,Other,Extreme impact,"10,000 Afs",Payment of money,Obtaining a judgement,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53694484,69.22455328
13,Kabul PD16 - Qala-e-Shora,Male,2,36 - 45,Primary education,"Yes, some",4001 - 6000 AFN,No,None of the above,Other,Extreme impact,No payment made,Payment of money,Obtaining a judgement,PD16,33,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53694484,69.22455328
33,Kabul PD16 - Qala-e-Shora,Male,2,46 - 55,Secondary education / High School / Institute,No,"8001 - 10,000 AFN",No,None of the above,Other,Extreme impact,"100,000 Afs",Payment of money,Obtaining a judgement,PD16,33,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53694484,69.22455328
62,Kabul PD16 - Qala-e-Shora,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",4001 - 6000 AFN,No,,Professional / Manager,Moderate impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53552412,69.22432177
,Kabul PD16 - Guzar Samant Khana,Male,2,46 - 55,Primary education,No,6001 - 8000 AFN,No,None of the above,Other,Strong impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53552412,69.22432177
18,Kabul PD16 - Qala-e-Shora,Male,2,46 - 55,I do not have any formal education,No,6001 - 8000 AFN,No,None of the above,Other,Extreme impact,"100,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53688517,69.22429926
22,Kabul PD16 - Qala-e-Shora,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, on a regular basis","More than 40,000 AFN",No,None of the above,Paid worker in any sector,Extreme impact,No payment made,Delay of service,Tashkera,PD16,33,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53688517,69.22429926
23,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,Primary education,"Yes, some",2000 - 4000 AFN,No,None of the above,Other,Extreme impact,"10,000 Afs",Delay of service,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52948634,69.22419447
13,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,36 - 45,I do not have any formal education,"Yes, some",2000 - 4000 AFN,No,None of the above,Paid worker in any sector,Extreme impact,"1,000 Afs",Refusal of service,Obtaining a judgement,PD16,33,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52948634,69.22419447
41,Kabul PD16 - Dar Az Kocha,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,100 Afs,Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53039434,69.22393662
34,Kabul PD16 - Dar Az Kocha,Male,2,26 - 35,University or post-graduate education,No,I prefer not to say,No,None of the above,Professional / Manager,Extreme impact,"10,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53039434,69.22393662
16,Kabul PD16 - Dar Az Kocha,Male,2,Up to 25,Primary education,"Yes, some",I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Moderate impact,"10,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52886047,69.22391353
15,Kabul PD16 - Dar Az Kocha,Male,2,56 and older,Primary education,"Yes, some","Less than 2,000 AFN",No,None of the above,Paid worker in any sector,Moderate impact,"100,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52886047,69.22391353
33,Kabul PD16 - Dar Az Kocha,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Strong impact,"10,000 Afs",Payment of money,Obtaining a judgement,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52886047,69.22391353
36,Kabul PD16 - Dar Az Kocha,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,Tashkera,PD16,33,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52886047,69.22391353
35,Kabul PD16 - Dar Az Kocha,Male,2,36 - 45,Primary education,"Yes, some","8001 - 10,000 AFN",No,None of the above,Other,Extreme impact,100 Afs,Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53008352,69.22390683
23,Kabul PD16 - Dar Az Kocha,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some","10,001 - 15,000 AFN",No,None of the above,Paid worker in any sector,Extreme impact,"10,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53008352,69.22390683
24,Kabul PD16 - Qala-e-Shora,Male,2,56 and older,I do not have any formal education,No,6001 - 8000 AFN,No,,Paid worker in any sector,Almost no impact,No payment made,Other (please specify below),Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53661082,69.22380249
18,Kabul PD16 - Qala-e-Shora,Male,2,56 and older,I do not have any formal education,No,I prefer not to say,No,,Other,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53661082,69.22380249
14,Kabul PD16 - Qala-e-Shora,Male,2,26 - 35,Secondary education / High School / Institute,No,"10,001 - 15,000 AFN",No,,Police,Extreme impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53661082,69.22380249
25,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",4001 - 6000 AFN,No,,Other,Extreme impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53045002,69.22291211
13,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,46 - 55,University or post-graduate education,"Yes, some",2000 - 4000 AFN,No,None of the above,Other,Strong impact,"10,000 Afs",Delay of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52741656,69.22128417
18,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,46 - 55,Primary education,"Yes, some",6001 - 8000 AFN,No,,Professional / Manager,Moderate impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53002101,69.22120705
,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,I do not have any formal education,No,4001 - 6000 AFN,No,,Paid worker in any sector,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53002101,69.22120705
18,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,56 and older,Primary education,"Yes, on a regular basis",4001 - 6000 AFN,No,,Other,Extreme impact,No payment made,Refusal of service,Tashkera,PD16,33,Placeholder,Tablet 13 - Mukhlis (Kabul),34.53002101,69.22120705
25,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some","10,001 - 15,000 AFN",No,None of the above,Other,Moderate impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.52995856,69.22099415
28,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,56 and older,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,Paid worker in any sector,Extreme impact,"10,000 Afs",Payment of money,Tashkera,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53020438,69.2209842
29,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,56 and older,University or post-graduate education,"Yes, some","10,001 - 15,000 AFN",Yes,Religious Leader,Professional / Manager,Extreme impact,No payment made,Delay of service,Filing a case with the courts,PD16,34,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53020438,69.2209842
33,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,Primary education,No,I prefer not to say,No,None of the above,Paid worker in any sector,Extreme impact,"10,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.5299089,69.22050132
15,Kabul PD16 - Naw Abad Dai Khudai Dad,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Paid worker in any sector,Extreme impact,"10,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.5299089,69.22050132
16,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,26 - 35,University or post-graduate education,"Yes, some",I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Extreme impact,No payment made,Payment of money,Obtaining a judgement,PD16,33,Placeholder,Tablet 02 - Shukria (Kabul),34.52641325,69.21799198
9,Kabul PD16 - Pol Pasha,Male,2,Up to 25,I do not have any formal education,No,2000 - 4000 AFN,No,,Professional / Manager,Extreme impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 20 - Shahbaz (Kabul),34.53144509,69.21621188
12,Kabul PD16 - Pol Pasha,Male,2,36 - 45,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Paid worker in any sector,Extreme impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 20 - Shahbaz (Kabul),34.53144509,69.21621188
52,Kabul PD16 - Pol Pasha,Male,2,36 - 45,University or post-graduate education,No,"Less than 2,000 AFN",No,,Professional / Manager,Strong impact,100 Afs,Payment of money,Tashkera,PD16,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.53144509,69.21621188
,Kabul PD16 - Tapa Zakhel,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, on a regular basis","Less than 2,000 AFN",No,,Other,Strong impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.53144509,69.21621188
11,Kabul PD16 - Pol Pasha,Male,2,Up to 25,University or post-graduate education,No,"20,001 - 25,000 AFN",No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Tashkera,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53301638,69.21609067
22,Kabul PD16 - Pol Pasha,Male,2,46 - 55,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,"Unemployed, unpaid worker or retired",Strong impact,"1,000 Afs",Payment of money,Driver license,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53301638,69.21609067
12,Kabul PD16 - Pol Pasha,Male,2,46 - 55,Secondary education / High School / Institute,"Yes, some","10,001 - 15,000 AFN",No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53301638,69.21609067
32,Kabul PD16 - Pol Pasha,Male,2,26 - 35,I do not have any formal education,"Yes, some","8001 - 10,000 AFN",No,None of the above,Other,Strong impact,"100,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53301638,69.21609067
49,Kabul PD16 - Pol Pasha,Male,2,46 - 55,University or post-graduate education,"Yes, some",I prefer not to say,No,None of the above,Other,Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 12 - Abdul Wasi (Kabul),34.53301638,69.21609067
26,Kabul PD16 - Pol Pasha,Male,2,26 - 35,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Professional / Manager,Moderate impact,100 Afs,Payment of money,Filing a case with the courts,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53286039,69.21602126
29,Kabul PD16 - Pol Pasha,Male,2,26 - 35,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,100 Afs,Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53286039,69.21602126
29,Kabul PD16 - Pol Pasha,Male,2,26 - 35,I do not have any formal education,"Yes, some",4001 - 6000 AFN,No,None of the above,Paid worker in any sector,Strong impact,100 Afs,Payment of money,Other,PD16,31,Placeholder,Tablet 15 - Lutfullah (Kabul),34.53286039,69.21602126
19,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,Up to 25,Vocational training after Secondary / High School,No,I prefer not to say,No,,"Unemployed, unpaid worker or retired",Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,31,Placeholder,Tablet 13 - Mukhlis (Kabul),34.52708445,69.21591716
29,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,Up to 25,I do not have any formal education,No,"8001 - 10,000 AFN",No,,"Unemployed, unpaid worker or retired",Strong impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 13 - Mukhlis (Kabul),34.52708445,69.21591716
26,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,26 - 35,I do not have any formal education,No,"8001 - 10,000 AFN",No,,Paid worker in any sector,Strong impact,"1,000,000 Afs",Delay of service,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 13 - Mukhlis (Kabul),34.52708445,69.21591716
28,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,I prefer not to say,Secondary education / High School / Institute,"Yes, some","Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,,Placeholder,Tablet 20 - Shahbaz (Kabul),34.5270999,69.21587207
24,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,Up to 25,Secondary education / High School / Institute,"Yes, on a regular basis","Less than 2,000 AFN",No,,Professional / Manager,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.5270999,69.21587207
23,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Male,2,46 - 55,I do not have any formal education,No,"8001 - 10,000 AFN",No,,Paid worker in any sector,Strong impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 20 - Shahbaz (Kabul),34.5270999,69.21587207
